k,hit,std,model
1,0.04289057013888228,0.021059840792595676,deepfm
2,0.07554463654301602,0.018226961954472088,deepfm
3,0.10477355583787502,0.016985177108272874,deepfm
5,0.16262887843430862,0.019749234881848456,deepfm
10,0.2703861883190135,0.028948136423391127,deepfm
15,0.3366184933962753,0.026093334260582787,deepfm
20,0.3809114558116759,0.038424296151647504,deepfm
30,0.43059016345454154,0.034284804964769364,deepfm
