round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
12,0.6931310892105103,0.6936401128768921,20,[64, 64],0.1,0.2,0.01,0.001,relu
15,0.693244457244873,0.6941072940826416,10,[64, 64],1e-05,0.1,0.01,0,sigmoid
12,0.6931084394454956,0.6937145590782166,20,[64, 64],0.01,0.2,0.0001,0,sigmoid
14,0.6930091977119446,0.6943486928939819,30,[64, 64],0.001,0.2,0.0001,0.01,tanh
11,0.6928134560585022,0.6949282884597778,30,[64, 64],0.01,0.2,0.001,0,sigmoid
13,0.692531943321228,0.6954747438430786,25,[64, 64],0.001,0.3,0.01,0,sigmoid
16,0.6918442249298096,0.6971579790115356,25,[64, 64],0.0001,0.2,0,0.0001,relu
11,0.6912155747413635,0.6983035206794739,20,[64, 64],0.0001,0.3,0.001,0,relu
18,0.6901990175247192,0.7003481388092041,15,[64, 64],1e-05,0.3,0,0.0001,relu
11,0.689384937286377,0.702049970626831,15,[64, 64],0.001,0.2,0,0.0001,relu
12,0.6884840130805969,0.7035794854164124,15,[64, 64],0.01,0.1,0.0001,0.0001,tanh
13,0.6875076293945312,0.7052233815193176,15,[64, 64],1e-05,0.3,0.01,0,relu
11,0.68674635887146,0.7073994874954224,10,[64, 64],0.01,0.2,0.01,0.0001,tanh
12,0.6858159899711609,0.7082608342170715,10,[64, 64],0.001,0.1,0,0.001,relu
13,0.6847936511039734,0.7104942798614502,10,[64, 64],0.001,0.3,0.0001,0,sigmoid
11,0.6838971972465515,0.7111567854881287,20,[64, 64],0.01,0.1,0,0.0001,tanh
14,0.6828635334968567,0.7153976559638977,10,[64, 64],0.1,0.2,0.01,0,sigmoid
18,0.68145751953125,0.7174453735351562,15,[64, 64],0.0001,0.2,0.01,0,sigmoid
12,0.6803349852561951,0.7183691263198853,25,[64, 64],0.001,0.2,0.001,0.01,sigmoid
12,0.6793305277824402,0.7202175855636597,20,[64, 64],0.01,0.2,0.001,0.01,tanh
11,0.678435742855072,0.7204383015632629,15,[64, 64],0.01,0.3,0.01,0.001,tanh
14,0.6774212718009949,0.7245312929153442,20,[64, 64],1e-05,0.2,0.0001,0.0001,sigmoid
11,0.6763232350349426,0.725486159324646,15,[64, 64],0.1,0.3,0.01,0.0001,sigmoid
15,0.6750735640525818,0.7237546443939209,20,[64, 64],0.01,0.3,0,0,relu
11,0.6741806268692017,0.7278662919998169,20,[64, 64],0.001,0.2,0,0.001,sigmoid
15,0.6730780005455017,0.7327828407287598,10,[64, 64],1e-05,0.1,0.0001,0.0001,tanh
11,0.6720033288002014,0.7309589982032776,20,[64, 64],0.0001,0.1,0.001,0.01,relu
14,0.670879065990448,0.7337519526481628,25,[64, 64],0.0001,0.1,0,0.01,tanh
14,0.6697874069213867,0.7379547357559204,15,[64, 64],0.001,0.1,0.01,0.01,relu
12,0.6687743663787842,0.7395877242088318,10,[64, 64],0.1,0.3,0.01,0.001,relu
12,0.6679153442382812,0.7395129203796387,25,[64, 64],0.0001,0.3,0,0.01,sigmoid
21,0.6661854386329651,0.7448170781135559,25,[64, 64],0.1,0.2,0.01,0.001,tanh
12,0.6653388738632202,0.7458329200744629,20,[64, 64],1e-05,0.2,0,0.001,tanh
11,0.664447546005249,0.7459030747413635,25,[64, 64],0.1,0.1,0.01,0.0001,sigmoid
18,0.6631219387054443,0.747826099395752,25,[64, 64],0.1,0.1,0,0,relu
16,0.661953866481781,0.7503212690353394,15,[64, 64],0.01,0.3,0.0001,0.0001,tanh
