round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
71,0.07050110399723053,0.07990624755620956,100,[64, 64],0.001,0.2,0.01,0.0001,sigmoid
28,0.07053542137145996,0.07990308105945587,50,[64, 64],1e-05,0.2,0.0001,0,tanh
24,0.07052147388458252,0.07995009422302246,20,[64, 64],0.0001,0.3,0.001,0.0001,relu
24,0.07051544636487961,0.07991667836904526,100,[64, 64],0.0001,0.1,0.001,0.0001,sigmoid
17,0.07055003196001053,0.07999777793884277,50,[64, 64],1e-05,0.2,0,0.001,relu
29,0.07049348205327988,0.07993919402360916,30,[64, 64],0.0001,0.3,0.001,0.001,tanh
18,0.07051105797290802,0.07991078495979309,50,[64, 64],1e-05,0.3,0.001,0.001,tanh
50,0.07044929265975952,0.07992375642061234,50,[64, 64],1e-05,0.1,0.001,0,relu
24,0.07045022398233414,0.07991252839565277,50,[64, 64],0.001,0.1,0.0001,0,sigmoid
18,0.07050873339176178,0.07990860193967819,50,[64, 64],0.0001,0.1,0.01,0.01,tanh
18,0.07050026953220367,0.0799696296453476,20,[64, 64],0.001,0.2,0.0001,0.0001,sigmoid
24,0.0704813078045845,0.0799284353852272,30,[64, 64],0.001,0.3,0.01,0.001,tanh
24,0.07044371217489243,0.08000284433364868,50,[64, 64],0.0001,0.2,0.001,0,relu
24,0.07044850289821625,0.07994350045919418,100,[64, 64],0.0001,0.2,0.0001,0.001,relu
28,0.07047662883996964,0.07989449054002762,20,[64, 64],0.0005,0.1,0.01,0.001,relu
48,0.0704519972205162,0.07992014288902283,20,[64, 64],1e-05,0.1,0,0,sigmoid
17,0.07046525180339813,0.0801018700003624,20,[64, 64],0.001,0.3,0,0.001,tanh
24,0.07046005874872208,0.0798962265253067,50,[64, 64],0.001,0.3,0,0.001,sigmoid
55,0.07045380026102066,0.08000448346138,20,[64, 64],0.0005,0.2,0,0,tanh
45,0.0704692080616951,0.07992606610059738,100,[64, 64],1e-05,0.2,0,0.001,sigmoid
24,0.07049784064292908,0.07998143136501312,100,[64, 64],0.001,0.3,0.001,0,tanh
25,0.07051016390323639,0.07992177456617355,20,[64, 64],0.001,0.3,0.01,0.001,sigmoid
22,0.07047391682863235,0.07989591360092163,100,[64, 64],0.0005,0.2,0,0,relu
