round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
171,0.6247487664222717,0.7869172096252441,50,[64, 64],0.0001,0.3,0.01,0.01,tanh
173,0.6296018362045288,0.7824487686157227,30,[64, 64],0.0001,0.1,0.01,0.01,relu
47,0.6410406827926636,0.7842106819152832,20,[64, 64],0.0005,0.2,0.01,0.001,relu
190,0.6461862921714783,0.7835067510604858,50,[64, 64],0.0001,0.3,0.01,0.01,relu
52,0.6084310412406921,0.8027023673057556,100,[64, 64],0.0005,0.2,0.001,0.01,relu
300,7.944182395935059,7.939560413360596,20,[64, 64],1e-05,0.2,0.01,0,relu
48,0.6352460384368896,0.7737194895744324,30,[64, 64],0.0005,0.1,0.001,0,sigmoid
300,8.949832916259766,8.980536460876465,50,[64, 64],1e-05,0.3,0.01,0.001,tanh
39,0.629389226436615,0.8028851747512817,20,[64, 64],0.001,0.2,0,0.01,relu
231,1.1123080253601074,1.389005422592163,100,[64, 64],0.0001,0.3,0.001,0.01,sigmoid
300,0.8179773092269897,0.8640435338020325,100,[64, 64],1e-05,0.3,0.0001,0.001,relu
300,8.749835014343262,8.794729232788086,50,[64, 64],1e-05,0.3,0.01,0.0001,sigmoid
300,0.7604703307151794,0.7817640900611877,50,[64, 64],1e-05,0.2,0.0001,0,relu
53,0.579971969127655,0.8192248940467834,100,[64, 64],0.0005,0.3,0.0001,0.001,tanh
66,0.6467819809913635,0.7629972100257874,100,[64, 64],0.0001,0.1,0.0001,0,sigmoid
36,0.6580593585968018,0.7895117402076721,20,[64, 64],0.0005,0.2,0.0001,0.0001,sigmoid
33,0.6366077661514282,0.7819314002990723,50,[64, 64],0.001,0.2,0,0.01,relu
56,0.6303116679191589,0.785100519657135,50,[64, 64],0.0005,0.1,0.001,0.01,tanh
275,0.6307492256164551,0.8143208026885986,30,[64, 64],0.0001,0.1,0.001,0.001,tanh
104,0.7061590552330017,0.8270577192306519,30,[64, 64],0.0001,0.3,0,0.001,sigmoid
170,0.6503744721412659,0.7216421365737915,50,[64, 64],0.0001,0.2,0.01,0.0001,tanh
300,8.241474151611328,8.291049003601074,100,[64, 64],1e-05,0.2,0.01,0.0001,tanh
33,0.6941250562667847,0.7000410556793213,20,[64, 64],0.0001,0.3,0,0,relu
