round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
11,0.6430935263633728,0.7571679949760437,4,[64, 64],1e-05,0.001,0.0001,0.01,sigmoid
11,0.6413112878799438,0.7601275444030762,4,[64, 64],1e-05,0.001,0.001,0,tanh
15,0.6390971541404724,0.7639945149421692,4,[64, 64],1e-05,0.001,0.001,0,relu
13,0.6372753977775574,0.7663630843162537,4,[64, 64],1e-05,0.001,0.001,0,sigmoid
11,0.635871946811676,0.7695798277854919,4,[64, 64],1e-05,0.001,0.001,0.0001,tanh
11,0.6345759034156799,0.7720140814781189,4,[64, 64],1e-05,0.001,0.001,0.0001,relu
12,0.6331577301025391,0.7747160196304321,4,[64, 64],1e-05,0.001,0.001,0.0001,sigmoid
15,0.631579577922821,0.7770184874534607,4,[64, 64],1e-05,0.001,0.001,0.001,tanh
11,0.6305623650550842,0.7791693806648254,4,[64, 64],1e-05,0.001,0.001,0.001,relu
15,0.6291443109512329,0.7815941572189331,4,[64, 64],1e-05,0.001,0.001,0.001,sigmoid
13,0.628061830997467,0.7847260236740112,4,[64, 64],1e-05,0.001,0.001,0.01,tanh
17,0.6267315149307251,0.7888359427452087,4,[64, 64],1e-05,0.001,0.001,0.01,relu
11,0.6259022355079651,0.7914999127388,4,[64, 64],1e-05,0.001,0.001,0.01,sigmoid
15,0.6249515414237976,0.7932562828063965,4,[64, 64],1e-05,0.001,0.01,0,tanh
15,0.623958945274353,0.7952816486358643,4,[64, 64],1e-05,0.001,0.01,0,relu
15,0.6230812668800354,0.7977709174156189,4,[64, 64],1e-05,0.001,0.01,0,sigmoid
14,0.6223272681236267,0.8010231256484985,4,[64, 64],1e-05,0.001,0.01,0.0001,tanh
12,0.6217321753501892,0.8024352788925171,4,[64, 64],1e-05,0.001,0.01,0.0001,relu
12,0.6211484670639038,0.804466962814331,4,[64, 64],1e-05,0.001,0.01,0.0001,sigmoid
17,0.6204715371131897,0.8082639575004578,4,[64, 64],1e-05,0.001,0.01,0.001,tanh
12,0.6199309229850769,0.8088321089744568,4,[64, 64],1e-05,0.001,0.01,0.001,relu
12,0.6195620894432068,0.8102664351463318,4,[64, 64],1e-05,0.001,0.01,0.001,sigmoid
11,0.6190598607063293,0.8132302165031433,4,[64, 64],1e-05,0.001,0.01,0.01,tanh
11,0.6187418103218079,0.8150548934936523,4,[64, 64],1e-05,0.001,0.01,0.01,relu
11,0.6183080673217773,0.8167587518692017,4,[64, 64],1e-05,0.001,0.01,0.01,sigmoid
12,0.617958664894104,0.8168167471885681,4,[64, 64],1e-05,0.01,0,0,tanh
20,0.6174017190933228,0.8231837749481201,4,[64, 64],1e-05,0.01,0,0,relu
17,0.616972804069519,0.8225904107093811,4,[64, 64],1e-05,0.01,0,0,sigmoid
12,0.616660475730896,0.825192928314209,4,[64, 64],1e-05,0.01,0,0.0001,tanh
11,0.6164389252662659,0.8275118470191956,4,[64, 64],1e-05,0.01,0,0.0001,relu
17,0.6160584688186646,0.830658495426178,4,[64, 64],1e-05,0.01,0,0.0001,sigmoid
11,0.6158062219619751,0.8306824564933777,4,[64, 64],1e-05,0.01,0,0.001,tanh
21,0.6154258847236633,0.8355765342712402,4,[64, 64],1e-05,0.01,0,0.001,relu
11,0.6152588725090027,0.8363146185874939,4,[64, 64],1e-05,0.01,0,0.001,sigmoid
12,0.6150463223457336,0.8398987054824829,4,[64, 64],1e-05,0.01,0,0.01,tanh
19,0.614712119102478,0.8407899737358093,4,[64, 64],1e-05,0.01,0,0.01,relu
11,0.6145554780960083,0.8435620069503784,4,[64, 64],1e-05,0.01,0,0.01,sigmoid
14,0.6143994331359863,0.8461061716079712,4,[64, 64],1e-05,0.01,0.0001,0,tanh
13,0.6142380833625793,0.8463857173919678,4,[64, 64],1e-05,0.01,0.0001,0,relu
15,0.6139916777610779,0.8491511940956116,4,[64, 64],1e-05,0.01,0.0001,0,sigmoid
18,0.6138747334480286,0.8510735034942627,4,[64, 64],1e-05,0.01,0.0001,0.0001,tanh
12,0.6136908531188965,0.8521941900253296,4,[64, 64],1e-05,0.01,0.0001,0.0001,relu
20,0.6134436130523682,0.8551909923553467,4,[64, 64],1e-05,0.01,0.0001,0.0001,sigmoid
21,0.6132556200027466,0.8582141399383545,4,[64, 64],1e-05,0.01,0.0001,0.001,tanh
13,0.6131154894828796,0.8624572157859802,4,[64, 64],1e-05,0.01,0.0001,0.001,relu
17,0.6129801273345947,0.8640576004981995,4,[64, 64],1e-05,0.01,0.0001,0.001,sigmoid
15,0.612852156162262,0.8677688241004944,4,[64, 64],1e-05,0.01,0.0001,0.01,tanh
13,0.6127650141716003,0.8683141469955444,4,[64, 64],1e-05,0.01,0.0001,0.01,relu
13,0.6126729846000671,0.8709782958030701,4,[64, 64],1e-05,0.01,0.0001,0.01,sigmoid
11,0.6126924157142639,0.8729689717292786,4,[64, 64],1e-05,0.01,0.001,0,tanh
12,0.6124982833862305,0.8763332962989807,4,[64, 64],1e-05,0.01,0.001,0,relu
17,0.6124497056007385,0.8767274618148804,4,[64, 64],1e-05,0.01,0.001,0,sigmoid
13,0.6123055815696716,0.8778664469718933,4,[64, 64],1e-05,0.01,0.001,0.0001,tanh
21,0.6122481226921082,0.8807601928710938,4,[64, 64],1e-05,0.01,0.001,0.0001,relu
11,0.6121368408203125,0.8840020895004272,4,[64, 64],1e-05,0.01,0.001,0.0001,sigmoid
13,0.6121417880058289,0.8875392079353333,4,[64, 64],1e-05,0.01,0.001,0.001,tanh
15,0.6120325326919556,0.8895560503005981,4,[64, 64],1e-05,0.01,0.001,0.001,relu
18,0.611949622631073,0.8922192454338074,4,[64, 64],1e-05,0.01,0.001,0.001,sigmoid
18,0.6118767857551575,0.8929651975631714,4,[64, 64],1e-05,0.01,0.001,0.01,tanh
18,0.6117773652076721,0.8968172073364258,4,[64, 64],1e-05,0.01,0.001,0.01,relu
14,0.6117346882820129,0.9012122750282288,4,[64, 64],1e-05,0.01,0.001,0.01,sigmoid
23,0.611659049987793,0.9024662375450134,4,[64, 64],1e-05,0.01,0.01,0,tanh
15,0.6116228699684143,0.9058118462562561,4,[64, 64],1e-05,0.01,0.01,0,relu
12,0.6116025447845459,0.9077971577644348,4,[64, 64],1e-05,0.01,0.01,0,sigmoid
14,0.6115448474884033,0.9115917682647705,4,[64, 64],1e-05,0.01,0.01,0.0001,tanh
12,0.611504316329956,0.9095293283462524,4,[64, 64],1e-05,0.01,0.01,0.0001,relu
17,0.6114252209663391,0.9154276847839355,4,[64, 64],1e-05,0.01,0.01,0.0001,sigmoid
12,0.6113935708999634,0.9149067401885986,4,[64, 64],1e-05,0.01,0.01,0.001,tanh
16,0.6114449501037598,0.9137336611747742,4,[64, 64],1e-05,0.01,0.01,0.001,relu
11,0.6113357543945312,0.9191318154335022,4,[64, 64],1e-05,0.01,0.01,0.001,sigmoid
12,0.6113000512123108,0.9189038276672363,4,[64, 64],1e-05,0.01,0.01,0.01,tanh
20,0.6112611293792725,0.9221851825714111,4,[64, 64],1e-05,0.01,0.01,0.01,relu
11,0.6112567186355591,0.9254813194274902,4,[64, 64],1e-05,0.01,0.01,0.01,sigmoid
13,0.6112561225891113,0.9255407452583313,4,[64, 64],1e-05,0.1,0,0,tanh
12,0.6112174391746521,0.9294779896736145,4,[64, 64],1e-05,0.1,0,0,relu
17,0.6112023591995239,0.9328844547271729,4,[64, 64],1e-05,0.1,0,0,sigmoid
22,0.6111291646957397,0.9368800520896912,4,[64, 64],1e-05,0.1,0,0.0001,tanh
19,0.6111424565315247,0.938134491443634,4,[64, 64],1e-05,0.1,0,0.0001,relu
11,0.6110904812812805,0.9397318959236145,4,[64, 64],1e-05,0.1,0,0.0001,sigmoid
17,0.611067533493042,0.9404180645942688,4,[64, 64],1e-05,0.1,0,0.001,tanh
13,0.611034095287323,0.9442049860954285,4,[64, 64],1e-05,0.1,0,0.001,relu
13,0.6110712289810181,0.9442436099052429,4,[64, 64],1e-05,0.1,0,0.001,sigmoid
17,0.611075758934021,0.9489766955375671,4,[64, 64],1e-05,0.1,0,0.01,tanh
14,0.6109966039657593,0.9482012391090393,4,[64, 64],1e-05,0.1,0,0.01,relu
18,0.6110019087791443,0.9529452323913574,4,[64, 64],1e-05,0.1,0,0.01,sigmoid
11,0.6109815835952759,0.9545564651489258,4,[64, 64],1e-05,0.1,0.0001,0,tanh
20,0.6109578609466553,0.9547162055969238,4,[64, 64],1e-05,0.1,0.0001,0,relu
13,0.6109173893928528,0.9587439894676208,4,[64, 64],1e-05,0.1,0.0001,0,sigmoid
12,0.6109395623207092,0.9606657028198242,4,[64, 64],1e-05,0.1,0.0001,0.0001,tanh
13,0.6109030842781067,0.9639653563499451,4,[64, 64],1e-05,0.1,0.0001,0.0001,relu
14,0.6109497547149658,0.9651442766189575,4,[64, 64],1e-05,0.1,0.0001,0.0001,sigmoid
12,0.6109104156494141,0.963395357131958,4,[64, 64],1e-05,0.1,0.0001,0.001,tanh
12,0.6108645796775818,0.9694574475288391,4,[64, 64],1e-05,0.1,0.0001,0.001,relu
18,0.6108528971672058,0.971610426902771,4,[64, 64],1e-05,0.1,0.0001,0.001,sigmoid
19,0.6108736991882324,0.972576379776001,4,[64, 64],1e-05,0.1,0.0001,0.01,tanh
23,0.6108942627906799,0.9722533822059631,4,[64, 64],1e-05,0.1,0.0001,0.01,relu
13,0.6108324527740479,0.9759068489074707,4,[64, 64],1e-05,0.1,0.0001,0.01,sigmoid
18,0.6108242869377136,0.9793869853019714,4,[64, 64],1e-05,0.1,0.001,0,tanh
12,0.6108260750770569,0.9801025986671448,4,[64, 64],1e-05,0.1,0.001,0,relu
14,0.6108432412147522,0.9832013845443726,4,[64, 64],1e-05,0.1,0.001,0,sigmoid
13,0.6108182072639465,0.9838720560073853,4,[64, 64],1e-05,0.1,0.001,0.0001,tanh
11,0.6108885407447815,0.9906080365180969,4,[64, 64],1e-05,0.1,0.001,0.0001,relu
16,0.6108347177505493,0.9873372316360474,4,[64, 64],1e-05,0.1,0.001,0.0001,sigmoid
15,0.610785186290741,0.9875447750091553,4,[64, 64],1e-05,0.1,0.001,0.001,tanh
21,0.6107987761497498,0.9906942248344421,4,[64, 64],1e-05,0.1,0.001,0.001,relu
23,0.6107634902000427,0.9924998879432678,4,[64, 64],1e-05,0.1,0.001,0.001,sigmoid
11,0.6108188033103943,0.9935681223869324,4,[64, 64],1e-05,0.1,0.001,0.01,tanh
26,0.6107935905456543,0.9979698061943054,4,[64, 64],1e-05,0.1,0.001,0.01,relu
11,0.6107990145683289,1.000481128692627,4,[64, 64],1e-05,0.1,0.001,0.01,sigmoid
13,0.6107805371284485,1.004514455795288,4,[64, 64],1e-05,0.1,0.01,0,tanh
25,0.6108153462409973,1.0050647258758545,4,[64, 64],1e-05,0.1,0.01,0,relu
28,0.6107892394065857,1.0074198246002197,4,[64, 64],1e-05,0.1,0.01,0,sigmoid
18,0.6107644438743591,1.006961703300476,4,[64, 64],1e-05,0.1,0.01,0.0001,tanh
11,0.6107370853424072,1.0108461380004883,4,[64, 64],1e-05,0.1,0.01,0.0001,relu
16,0.6107507944107056,1.0109750032424927,4,[64, 64],1e-05,0.1,0.01,0.0001,sigmoid
13,0.6107660531997681,1.0159140825271606,4,[64, 64],1e-05,0.1,0.01,0.001,tanh
13,0.6107267737388611,1.0133212804794312,4,[64, 64],1e-05,0.1,0.01,0.001,relu
18,0.6109035611152649,1.0146353244781494,4,[64, 64],1e-05,0.1,0.01,0.001,sigmoid
20,0.6108119487762451,1.0163800716400146,4,[64, 64],1e-05,0.1,0.01,0.01,tanh
12,0.61075359582901,1.0188956260681152,4,[64, 64],1e-05,0.1,0.01,0.01,relu
12,0.6107257008552551,1.0201267004013062,4,[64, 64],1e-05,0.1,0.01,0.01,sigmoid
14,0.6107441186904907,1.0210227966308594,4,[64, 64],1e-05,0.2,0,0,tanh
23,0.6107214689254761,1.020603060722351,4,[64, 64],1e-05,0.2,0,0,relu
12,0.6107333898544312,1.0272592306137085,4,[64, 64],1e-05,0.2,0,0,sigmoid
21,0.6107452511787415,1.0235761404037476,4,[64, 64],1e-05,0.2,0,0.0001,tanh
13,0.6107085943222046,1.0284003019332886,4,[64, 64],1e-05,0.2,0,0.0001,relu
11,0.610809326171875,1.0313591957092285,4,[64, 64],1e-05,0.2,0,0.0001,sigmoid
15,0.6107450723648071,1.0290443897247314,4,[64, 64],1e-05,0.2,0,0.001,tanh
18,0.6107334494590759,1.032787561416626,4,[64, 64],1e-05,0.2,0,0.001,relu
21,0.6106941103935242,1.034407138824463,4,[64, 64],1e-05,0.2,0,0.001,sigmoid
12,0.610747218132019,1.0360404253005981,4,[64, 64],1e-05,0.2,0,0.01,tanh
16,0.6107790470123291,1.0368478298187256,4,[64, 64],1e-05,0.2,0,0.01,relu
13,0.6107994318008423,1.0389769077301025,4,[64, 64],1e-05,0.2,0,0.01,sigmoid
14,0.6107526421546936,1.0377200841903687,4,[64, 64],1e-05,0.2,0.0001,0,tanh
14,0.6107161641120911,1.0408028364181519,4,[64, 64],1e-05,0.2,0.0001,0,relu
15,0.6107282638549805,1.0394032001495361,4,[64, 64],1e-05,0.2,0.0001,0,sigmoid
17,0.6107566952705383,1.0449644327163696,4,[64, 64],1e-05,0.2,0.0001,0.0001,tanh
11,0.6107891798019409,1.043637990951538,4,[64, 64],1e-05,0.2,0.0001,0.0001,relu
11,0.6107061505317688,1.042231559753418,4,[64, 64],1e-05,0.2,0.0001,0.0001,sigmoid
15,0.6107429265975952,1.041896104812622,4,[64, 64],1e-05,0.2,0.0001,0.001,tanh
13,0.6107921004295349,1.0465675592422485,4,[64, 64],1e-05,0.2,0.0001,0.001,relu
23,0.6107059121131897,1.048440933227539,4,[64, 64],1e-05,0.2,0.0001,0.001,sigmoid
11,0.6106933355331421,1.0472615957260132,4,[64, 64],1e-05,0.2,0.0001,0.01,tanh
19,0.610745906829834,1.047391653060913,4,[64, 64],1e-05,0.2,0.0001,0.01,relu
12,0.6107649803161621,1.0488605499267578,4,[64, 64],1e-05,0.2,0.0001,0.01,sigmoid
12,0.6107035875320435,1.0476852655410767,4,[64, 64],1e-05,0.2,0.001,0,tanh
12,0.6106920838356018,1.0508215427398682,4,[64, 64],1e-05,0.2,0.001,0,relu
12,0.6106997728347778,1.0500171184539795,4,[64, 64],1e-05,0.2,0.001,0,sigmoid
20,0.6106934547424316,1.0520480871200562,4,[64, 64],1e-05,0.2,0.001,0.0001,tanh
13,0.6107122302055359,1.0522488355636597,4,[64, 64],1e-05,0.2,0.001,0.0001,relu
12,0.6107207536697388,1.057542324066162,4,[64, 64],1e-05,0.2,0.001,0.0001,sigmoid
15,0.6107286214828491,1.051784634590149,4,[64, 64],1e-05,0.2,0.001,0.001,tanh
25,0.6107646226882935,1.0541726350784302,4,[64, 64],1e-05,0.2,0.001,0.001,relu
44,0.6106961369514465,1.0603822469711304,4,[64, 64],1e-05,0.2,0.001,0.001,sigmoid
21,0.6106952428817749,1.0595076084136963,4,[64, 64],1e-05,0.2,0.001,0.01,tanh
18,0.610667884349823,1.060477375984192,4,[64, 64],1e-05,0.2,0.001,0.01,relu
12,0.6107115745544434,1.0600861310958862,4,[64, 64],1e-05,0.2,0.001,0.01,sigmoid
14,0.6107332110404968,1.0653120279312134,4,[64, 64],1e-05,0.2,0.01,0,tanh
12,0.6106947660446167,1.0620794296264648,4,[64, 64],1e-05,0.2,0.01,0,relu
17,0.6107016205787659,1.0620641708374023,4,[64, 64],1e-05,0.2,0.01,0,sigmoid
11,0.6107503771781921,1.0653939247131348,4,[64, 64],1e-05,0.2,0.01,0.0001,tanh
16,0.6107367277145386,1.0684726238250732,4,[64, 64],1e-05,0.2,0.01,0.0001,relu
11,0.6107075810432434,1.0671802759170532,4,[64, 64],1e-05,0.2,0.01,0.0001,sigmoid
16,0.610687792301178,1.0686938762664795,4,[64, 64],1e-05,0.2,0.01,0.001,tanh
14,0.6107398271560669,1.0706398487091064,4,[64, 64],1e-05,0.2,0.01,0.001,relu
16,0.6107237339019775,1.0689849853515625,4,[64, 64],1e-05,0.2,0.01,0.001,sigmoid
22,0.6107072234153748,1.0649824142456055,4,[64, 64],1e-05,0.2,0.01,0.01,tanh
16,0.6107359528541565,1.0687319040298462,4,[64, 64],1e-05,0.2,0.01,0.01,relu
19,0.610694408416748,1.0716497898101807,4,[64, 64],1e-05,0.2,0.01,0.01,sigmoid
20,0.6106999516487122,1.0717693567276,4,[64, 64],1e-05,0.3,0,0,tanh
25,0.6106821298599243,1.0707052946090698,4,[64, 64],1e-05,0.3,0,0,relu
32,0.6106860637664795,1.0742692947387695,4,[64, 64],1e-05,0.3,0,0,sigmoid
11,0.6106938719749451,1.0770673751831055,4,[64, 64],1e-05,0.3,0,0.0001,tanh
23,0.6107026934623718,1.075541615486145,4,[64, 64],1e-05,0.3,0,0.0001,relu
21,0.6106981039047241,1.0783703327178955,4,[64, 64],1e-05,0.3,0,0.0001,sigmoid
21,0.6108751893043518,1.0776149034500122,4,[64, 64],1e-05,0.3,0,0.001,tanh
15,0.6107427477836609,1.0774654150009155,4,[64, 64],1e-05,0.3,0,0.001,relu
11,0.610702395439148,1.077880620956421,4,[64, 64],1e-05,0.3,0,0.001,sigmoid
11,0.6107308268547058,1.0766096115112305,4,[64, 64],1e-05,0.3,0,0.01,tanh
24,0.6107312440872192,1.081831455230713,4,[64, 64],1e-05,0.3,0,0.01,relu
26,0.610680341720581,1.0782294273376465,4,[64, 64],1e-05,0.3,0,0.01,sigmoid
20,0.6107102036476135,1.079297661781311,4,[64, 64],1e-05,0.3,0.0001,0,tanh
27,0.6106750965118408,1.0807570219039917,4,[64, 64],1e-05,0.3,0.0001,0,relu
41,0.610679566860199,1.083521842956543,4,[64, 64],1e-05,0.3,0.0001,0,sigmoid
13,0.6107045412063599,1.0836834907531738,4,[64, 64],1e-05,0.3,0.0001,0.0001,tanh
24,0.610686182975769,1.0841389894485474,4,[64, 64],1e-05,0.3,0.0001,0.0001,relu
13,0.6107527613639832,1.0921915769577026,4,[64, 64],1e-05,0.3,0.0001,0.0001,sigmoid
25,0.6106745004653931,1.0870745182037354,4,[64, 64],1e-05,0.3,0.0001,0.001,tanh
19,0.6106805205345154,1.0871756076812744,4,[64, 64],1e-05,0.3,0.0001,0.001,relu
