round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
22,0.6928395628929138,0.692987322807312,4,[64, 64],1e-05,0.001,0,0,tanh
19,0.6926173567771912,0.6944794058799744,4,[64, 64],1e-05,0.001,0,0,relu
11,0.6924453377723694,0.69483482837677,4,[64, 64],1e-05,0.001,0,0,sigmoid
12,0.6921520233154297,0.695063591003418,4,[64, 64],1e-05,0.001,0,0.0001,tanh
11,0.6918635368347168,0.6959065198898315,4,[64, 64],1e-05,0.001,0,0.0001,relu
11,0.6911658048629761,0.6966230273246765,4,[64, 64],1e-05,0.001,0,0.0001,sigmoid
12,0.6901087760925293,0.6980931162834167,4,[64, 64],1e-05,0.001,0,0.001,tanh
13,0.6883288025856018,0.7003242373466492,4,[64, 64],1e-05,0.001,0,0.001,relu
12,0.6860054731369019,0.703052818775177,4,[64, 64],1e-05,0.001,0,0.001,sigmoid
12,0.6831040382385254,0.7062673568725586,4,[64, 64],1e-05,0.001,0,0.01,tanh
13,0.6795472502708435,0.7108553647994995,4,[64, 64],1e-05,0.001,0,0.01,relu
14,0.6754973530769348,0.7160962820053101,4,[64, 64],1e-05,0.001,0,0.01,sigmoid
11,0.6722906827926636,0.7189648747444153,4,[64, 64],1e-05,0.001,0.0001,0,tanh
11,0.6691474914550781,0.7224744558334351,4,[64, 64],1e-05,0.001,0.0001,0,relu
11,0.6661493182182312,0.7270362973213196,4,[64, 64],1e-05,0.001,0.0001,0,sigmoid
11,0.6631733775138855,0.7313389182090759,4,[64, 64],1e-05,0.001,0.0001,0.0001,tanh
11,0.6603587865829468,0.7330589294433594,4,[64, 64],1e-05,0.001,0.0001,0.0001,relu
13,0.6571891903877258,0.7373566627502441,4,[64, 64],1e-05,0.001,0.0001,0.0001,sigmoid
11,0.6546621918678284,0.7411430478096008,4,[64, 64],1e-05,0.001,0.0001,0.001,tanh
13,0.6518995761871338,0.7437984943389893,4,[64, 64],1e-05,0.001,0.0001,0.001,relu
11,0.6496039628982544,0.7478099465370178,4,[64, 64],1e-05,0.001,0.0001,0.001,sigmoid
13,0.6470766067504883,0.7518312931060791,4,[64, 64],1e-05,0.001,0.0001,0.01,tanh
12,0.6449431777000427,0.7545820474624634,4,[64, 64],1e-05,0.001,0.0001,0.01,relu
