round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
47,0.07209999114274979,0.0752839744091034,30,[64, 64],1e-05,0.1,0.0001,0.001,tanh
16,0.07167405635118484,0.07558321952819824,50,[64, 64],0.0005,0.2,0.0001,0.0001,sigmoid
16,0.07151305675506592,0.07576337456703186,100,[64, 64],0.001,0.2,0,0,tanh
16,0.07140742987394333,0.07598263025283813,100,[64, 64],1e-05,0.2,0,0.001,sigmoid
18,0.07128268480300903,0.07625769823789597,100,[64, 64],0.001,0.3,0.01,0.0001,relu
23,0.07125139236450195,0.07635754346847534,100,[64, 64],1e-05,0.3,0.001,0,tanh
17,0.07123933732509613,0.07642388343811035,30,[64, 64],1e-05,0.1,0.01,0.01,tanh
16,0.07124784588813782,0.07648839056491852,100,[64, 64],0.0005,0.1,0.001,0.001,relu
21,0.07122603803873062,0.07656696438789368,50,[64, 64],0.0005,0.2,0.0001,0.0001,relu
32,0.07120870053768158,0.07673784345388412,100,[64, 64],0.001,0.1,0.01,0.0001,tanh
17,0.07119634747505188,0.07661355286836624,20,[64, 64],1e-05,0.1,0.01,0.01,sigmoid
23,0.07122505456209183,0.07659576833248138,100,[64, 64],1e-05,0.3,0.001,0.001,relu
23,0.07126814872026443,0.07665704935789108,50,[64, 64],1e-05,0.1,0,0.001,sigmoid
27,0.07122993469238281,0.07665729522705078,100,[64, 64],0.0001,0.2,0.001,0.01,sigmoid
22,0.07120325416326523,0.07658138871192932,100,[64, 64],0.0001,0.3,0.01,0.0001,tanh
61,0.07121801376342773,0.07669296115636826,30,[64, 64],0.0001,0.3,0.0001,0.001,sigmoid
49,0.07120271772146225,0.07667133212089539,20,[64, 64],0.001,0.1,0.001,0.01,relu
30,0.07122158259153366,0.0768260657787323,50,[64, 64],1e-05,0.2,0.0001,0.001,tanh
20,0.07125309109687805,0.07674271613359451,30,[64, 64],0.0001,0.1,0.001,0.01,sigmoid
22,0.07121234387159348,0.07665279507637024,30,[64, 64],0.0001,0.3,0,0,sigmoid
34,0.07123681902885437,0.07659293711185455,50,[64, 64],0.0005,0.3,0,0.001,relu
26,0.07122673094272614,0.07661709934473038,50,[64, 64],1e-05,0.3,0.001,0.01,sigmoid
26,0.07122316211462021,0.07669584453105927,30,[64, 64],0.0001,0.1,0.0001,0.001,sigmoid
