round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
35,0.07629062980413437,0.0899333506822586,30,[64, 64],0.0001,0.3,0.01,0.0001,sigmoid
16,0.07462390512228012,0.09118767082691193,50,[64, 64],0.0005,0.2,0.001,0.0001,relu
18,0.07357236742973328,0.09266643971204758,20,[64, 64],0.0005,0.1,0,0.01,tanh
17,0.07305087894201279,0.09379217773675919,30,[64, 64],1e-05,0.3,0.01,0.01,sigmoid
17,0.07273261249065399,0.09482190757989883,30,[64, 64],1e-05,0.3,0.0001,0,tanh
17,0.07252759486436844,0.0953911542892456,20,[64, 64],0.0005,0.2,0,0,relu
18,0.0723990723490715,0.09649349004030228,50,[64, 64],1e-05,0.2,0.01,0.01,relu
20,0.07235090434551239,0.09662342071533203,20,[64, 64],0.0005,0.1,0,0,sigmoid
16,0.07228183001279831,0.0968952402472496,100,[64, 64],0.0001,0.1,0,0.01,tanh
16,0.07226601243019104,0.09704406559467316,50,[64, 64],0.0005,0.3,0.01,0,sigmoid
21,0.07224166393280029,0.09733310341835022,20,[64, 64],0.0005,0.2,0.0001,0.01,sigmoid
19,0.07221799343824387,0.09752486646175385,50,[64, 64],0.001,0.1,0.0001,0.001,relu
19,0.07225029170513153,0.09758655726909637,20,[64, 64],0.0005,0.1,0.001,0.01,sigmoid
20,0.07221920043230057,0.0979238897562027,30,[64, 64],1e-05,0.2,0.0001,0.01,sigmoid
21,0.07221303880214691,0.09760792553424835,30,[64, 64],0.0001,0.1,0.01,0.01,tanh
16,0.07221058011054993,0.09796050190925598,30,[64, 64],0.001,0.2,0.01,0.001,relu
32,0.07225241512060165,0.09809108823537827,100,[64, 64],0.001,0.2,0.0001,0.001,relu
26,0.07220713049173355,0.09819451719522476,20,[64, 64],0.001,0.3,0.0001,0,relu
35,0.07225098460912704,0.09783244878053665,50,[64, 64],1e-05,0.3,0.0001,0.01,relu
39,0.0722033828496933,0.09814874082803726,100,[64, 64],0.0001,0.3,0.0001,0.001,sigmoid
