round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
54,0.07110897451639175,0.07569557428359985,100,[64, 64],0.0005,0.3,0.0001,0.01,sigmoid
16,0.07085942476987839,0.07585807889699936,30,[64, 64],0.0001,0.2,0,0.0001,tanh
16,0.0706736296415329,0.07604140788316727,30,[64, 64],0.001,0.1,0.01,0.0001,relu
19,0.07060734927654266,0.07631484419107437,20,[64, 64],0.0005,0.3,0,0.0001,tanh
18,0.07057090103626251,0.07641755789518356,100,[64, 64],0.0005,0.3,0.0001,0.01,tanh
19,0.0705956295132637,0.07658085972070694,50,[64, 64],1e-05,0.3,0.0001,0,tanh
18,0.07052841782569885,0.07664158940315247,100,[64, 64],0.0001,0.2,0.001,0.0001,sigmoid
17,0.07053028792142868,0.07675155997276306,50,[64, 64],0.001,0.1,0,0,tanh
29,0.07052390277385712,0.07681308686733246,50,[64, 64],0.001,0.3,0.01,0.001,tanh
19,0.07054445892572403,0.07682332396507263,30,[64, 64],0.001,0.3,0,0.0001,sigmoid
29,0.07057468593120575,0.07682120054960251,20,[64, 64],1e-05,0.1,0,0.01,relu
27,0.07051495462656021,0.07688078284263611,20,[64, 64],0.0001,0.1,0.001,0.001,relu
33,0.07056377083063126,0.07691508531570435,30,[64, 64],0.0001,0.2,0.001,0.0001,relu
35,0.07051362097263336,0.07691191136837006,20,[64, 64],0.0001,0.3,0.01,0,tanh
20,0.07049618661403656,0.07681766897439957,30,[64, 64],0.0005,0.3,0.0001,0.01,relu
28,0.07052352279424667,0.07687953114509583,100,[64, 64],1e-05,0.2,0.001,0.001,sigmoid
18,0.07054615765810013,0.07692486047744751,30,[64, 64],0.0005,0.3,0.0001,0.01,sigmoid
26,0.07051075994968414,0.07694212347269058,100,[64, 64],0.001,0.3,0.001,0.01,tanh
29,0.07051835209131241,0.07694604992866516,20,[64, 64],0.0005,0.2,0.01,0,relu
19,0.07049945741891861,0.0769118219614029,20,[64, 64],0.0001,0.2,0,0.001,sigmoid
37,0.0705198124051094,0.07705289870500565,20,[64, 64],0.0005,0.2,0,0.01,tanh
18,0.07051114737987518,0.07682062685489655,50,[64, 64],0.0005,0.2,0.001,0,sigmoid
21,0.07058040052652359,0.07697123289108276,100,[64, 64],0.0001,0.3,0.001,0,tanh
