round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
23,0.07386382669210434,0.07841970026493073,30,[64, 64],0.001,0.1,0,0.0001,tanh
16,0.07359419018030167,0.07907804846763611,20,[64, 64],1e-05,0.2,0.01,0.01,tanh
16,0.07366909831762314,0.07941730320453644,30,[64, 64],1e-05,0.3,0.001,0,sigmoid
19,0.07358680665493011,0.07945393025875092,20,[64, 64],0.001,0.3,0.01,0.0001,sigmoid
16,0.07354655861854553,0.07948747277259827,20,[64, 64],1e-05,0.3,0.001,0.001,sigmoid
16,0.07352259010076523,0.07951130717992783,20,[64, 64],0.0005,0.2,0,0.0001,sigmoid
19,0.07353430241346359,0.07969579100608826,30,[64, 64],0.001,0.1,0.01,0,relu
17,0.07352334260940552,0.07962585240602493,20,[64, 64],1e-05,0.3,0.0001,0.001,sigmoid
19,0.07354194670915604,0.07960862666368484,100,[64, 64],0.001,0.1,0,0,relu
38,0.07350263744592667,0.07959511131048203,50,[64, 64],0.001,0.2,0,0.001,sigmoid
26,0.07352875918149948,0.07970251888036728,20,[64, 64],1e-05,0.3,0.0001,0.001,relu
22,0.07356339693069458,0.07972551137208939,50,[64, 64],0.0001,0.3,0.001,0.01,relu
22,0.07350536435842514,0.0796075165271759,50,[64, 64],0.0005,0.1,0.001,0.01,tanh
37,0.07354509830474854,0.07960353046655655,30,[64, 64],0.0001,0.3,0,0.001,relu
30,0.07349233329296112,0.07956600189208984,50,[64, 64],0.0001,0.1,0.001,0,sigmoid
26,0.07351019233465195,0.07959753274917603,30,[64, 64],0.0005,0.2,0,0.0001,sigmoid
23,0.07354822754859924,0.07957282662391663,20,[64, 64],0.0005,0.1,0.0001,0.0001,relu
38,0.07349845767021179,0.07956870645284653,30,[64, 64],1e-05,0.3,0.001,0.0001,relu
16,0.0735228955745697,0.0795975774526596,30,[64, 64],1e-05,0.3,0.0001,0.001,sigmoid
35,0.07348794490098953,0.07968734949827194,20,[64, 64],0.001,0.3,0.0001,0.001,relu
33,0.07352548837661743,0.07964783161878586,100,[64, 64],0.001,0.3,0,0.001,sigmoid
49,0.07350380718708038,0.07963073253631592,100,[64, 64],0.0005,0.3,0,0.001,tanh
27,0.07348638772964478,0.07953038066625595,20,[64, 64],0.001,0.1,0,0.01,tanh
