round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
28,0.0690707266330719,0.07359018921852112,100,[64, 64],0.0005,0.3,0.001,0,sigmoid
16,0.06886816769838333,0.07419706135988235,20,[64, 64],1e-05,0.1,0.001,0.001,sigmoid
17,0.06877640634775162,0.07432223111391068,30,[64, 64],1e-05,0.3,0,0.01,tanh
17,0.0687313973903656,0.07434490323066711,100,[64, 64],0.0005,0.2,0.0001,0.01,relu
19,0.06873510777950287,0.07453051954507828,30,[64, 64],1e-05,0.3,0,0,tanh
46,0.0687524750828743,0.07453614473342896,20,[64, 64],0.0001,0.2,0,0.001,tanh
36,0.0687483549118042,0.07445608079433441,50,[64, 64],0.001,0.1,0.0001,0.001,tanh
17,0.06873275339603424,0.07448422163724899,20,[64, 64],1e-05,0.1,0.001,0.001,relu
18,0.06871508061885834,0.07455656677484512,100,[64, 64],1e-05,0.3,0.01,0.0001,relu
35,0.06876105815172195,0.07444262504577637,30,[64, 64],0.0005,0.1,0.001,0.01,sigmoid
45,0.0687393993139267,0.07450719177722931,50,[64, 64],0.0005,0.1,0.01,0.0001,relu
42,0.06873222440481186,0.07459384948015213,30,[64, 64],0.001,0.2,0,0.001,sigmoid
39,0.0687641128897667,0.0744558572769165,20,[64, 64],0.0005,0.2,0,0.0001,sigmoid
16,0.06873098760843277,0.07463479042053223,30,[64, 64],0.001,0.1,0.001,0.001,tanh
17,0.06874610483646393,0.07450796663761139,30,[64, 64],1e-05,0.2,0,0.001,sigmoid
20,0.06875819712877274,0.0745016485452652,20,[64, 64],0.0005,0.2,0.001,0.01,relu
36,0.06876074522733688,0.07454032450914383,50,[64, 64],0.0005,0.1,0.01,0.001,tanh
23,0.06873771548271179,0.07459120452404022,50,[64, 64],0.0001,0.1,0.001,0.0001,relu
17,0.06871960312128067,0.07446733862161636,20,[64, 64],1e-05,0.3,0.0001,0.001,tanh
25,0.06872359663248062,0.07454226911067963,20,[64, 64],0.0001,0.2,0.001,0.001,tanh
47,0.06872878968715668,0.07457607239484787,30,[64, 64],0.0001,0.1,0.0001,0.001,sigmoid
40,0.06876036524772644,0.07451164722442627,100,[64, 64],0.0005,0.3,0.0001,0,tanh
28,0.06872981041669846,0.0746767669916153,50,[64, 64],1e-05,0.1,0.0001,0,relu
