round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
30,0.5911763906478882,0.8367664217948914,30,[64, 64],0.001,0.2,0.01,0.01,relu
21,0.583907961845398,0.8163308501243591,50,[64, 64],0.001,0.3,0,0.001,tanh
38,0.5755400061607361,0.8181456327438354,100,[64, 64],0.0005,0.3,0,0.01,relu
29,0.5671380758285522,0.8182905316352844,30,[64, 64],0.001,0.1,0,0.01,tanh
26,0.6137815713882446,0.8082230091094971,30,[64, 64],0.001,0.3,0.0001,0.001,tanh
27,0.5282133221626282,0.8711398839950562,50,[64, 64],0.001,0.1,0.001,0.0001,sigmoid
300,1.098934531211853,1.3257670402526855,20,[64, 64],0.0001,0.3,0.0001,0.01,sigmoid
300,0.6932547092437744,0.7128821611404419,50,[64, 64],1e-05,0.2,0,0.0001,sigmoid
74,0.8714088201522827,1.255167841911316,20,[64, 64],0.001,0.2,0.0001,0.01,sigmoid
29,0.5892347097396851,0.8216407895088196,30,[64, 64],0.001,0.2,0,0.01,relu
300,0.8460192084312439,0.8837335109710693,30,[64, 64],1e-05,0.2,0.0001,0.001,tanh
51,1.0031838417053223,1.3966070413589478,100,[64, 64],0.0005,0.3,0,0.01,sigmoid
300,2.1828064918518066,2.183047294616699,20,[64, 64],1e-05,0.3,0,0.01,sigmoid
150,0.7107803225517273,0.8478143215179443,50,[64, 64],0.0001,0.1,0.01,0.001,sigmoid
180,0.6397870779037476,0.7733508348464966,30,[64, 64],0.0001,0.1,0,0.01,relu
20,0.6802622079849243,0.6960889101028442,30,[64, 64],0.0001,0.2,0,0,relu
139,0.6393038630485535,0.7745669484138489,50,[64, 64],0.0001,0.3,0,0.01,relu
40,0.6919064521789551,0.6932957172393799,50,[64, 64],1e-05,0.1,0,0,relu
300,1.3672010898590088,1.393671989440918,100,[64, 64],1e-05,0.2,0.001,0.0001,relu
182,0.6374561786651611,0.7375401854515076,20,[64, 64],0.0001,0.3,0.001,0.01,tanh
300,1.4584219455718994,1.4693546295166016,20,[64, 64],1e-05,0.1,0.001,0,sigmoid
28,0.4236515760421753,0.9062800407409668,100,[64, 64],0.001,0.3,0.0001,0.01,tanh
300,2.940812826156616,2.962480068206787,20,[64, 64],1e-05,0.1,0.001,0.01,sigmoid
