round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
22,0.0681597888469696,0.07173538208007812,100,[64, 64],0.0001,0.1,0,0.001,sigmoid
16,0.06780361384153366,0.07245189696550369,100,[64, 64],0.0001,0.2,0,0.0001,relu
16,0.06774012744426727,0.07274766266345978,30,[64, 64],0.001,0.3,0.0001,0.001,tanh
21,0.0677373856306076,0.07325479388237,30,[64, 64],0.0005,0.3,0.001,0.0001,sigmoid
18,0.06768970936536789,0.07306889444589615,30,[64, 64],0.0001,0.2,0.01,0.01,sigmoid
22,0.0676887109875679,0.07327409833669662,50,[64, 64],0.0001,0.2,0.001,0.0001,sigmoid
27,0.0677804946899414,0.07314988970756531,50,[64, 64],0.001,0.3,0,0.0001,sigmoid
42,0.0676763579249382,0.07324037700891495,100,[64, 64],1e-05,0.2,0.01,0.0001,relu
28,0.06770893186330795,0.0731368437409401,20,[64, 64],1e-05,0.3,0.001,0.0001,sigmoid
25,0.06772163510322571,0.07314598560333252,50,[64, 64],0.0005,0.3,0.001,0.001,sigmoid
20,0.06771952658891678,0.07320533692836761,20,[64, 64],1e-05,0.1,0.0001,0,relu
34,0.06770884245634079,0.0732148289680481,20,[64, 64],0.0001,0.3,0,0.01,tanh
28,0.06767526268959045,0.07331512868404388,20,[64, 64],0.001,0.3,0,0,sigmoid
45,0.06768131256103516,0.0732240155339241,50,[64, 64],0.0001,0.3,0.001,0.0001,sigmoid
16,0.06765809655189514,0.0731760710477829,50,[64, 64],0.0001,0.3,0.01,0.001,tanh
34,0.06768752634525299,0.07316245138645172,50,[64, 64],1e-05,0.1,0.001,0.001,tanh
32,0.06773126125335693,0.07326600700616837,50,[64, 64],0.0005,0.2,0.01,0.0001,sigmoid
18,0.0676843523979187,0.07313838601112366,50,[64, 64],0.0005,0.3,0,0.0001,sigmoid
19,0.06769847869873047,0.073305644094944,50,[64, 64],1e-05,0.2,0.0001,0.01,relu
23,0.06769832968711853,0.07321742922067642,30,[64, 64],0.0005,0.1,0,0.01,sigmoid
16,0.06768336147069931,0.07318480312824249,50,[64, 64],0.0001,0.2,0.0001,0.0001,relu
34,0.06765880435705185,0.07319573312997818,50,[64, 64],0.0001,0.3,0.01,0.0001,tanh
21,0.06775448471307755,0.07321763038635254,20,[64, 64],0.0001,0.2,0.0001,0.001,relu
