round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
30,0.06551232933998108,0.07246861606836319,30,[64, 64],1e-05,0.3,0.001,0.001,sigmoid
16,0.06528375297784805,0.07289030402898788,50,[64, 64],0.0005,0.1,0,0.01,sigmoid
16,0.06524886935949326,0.07307586073875427,20,[64, 64],0.001,0.2,0.0001,0.0001,tanh
19,0.0652422159910202,0.07328468561172485,50,[64, 64],0.0001,0.2,0.001,0.001,relu
17,0.06523812562227249,0.07331182062625885,20,[64, 64],0.001,0.3,0.0001,0,relu
17,0.06531887501478195,0.07341200858354568,20,[64, 64],0.001,0.2,0.001,0.0001,sigmoid
16,0.06523637473583221,0.07334514707326889,50,[64, 64],0.0001,0.1,0.0001,0.01,relu
22,0.06523054093122482,0.07353039085865021,100,[64, 64],0.001,0.1,0,0,tanh
26,0.06520602107048035,0.07340468466281891,100,[64, 64],1e-05,0.3,0,0.0001,sigmoid
16,0.0651981383562088,0.07339204102754593,100,[64, 64],0.0001,0.3,0.01,0,relu
43,0.06525907665491104,0.07335028797388077,30,[64, 64],0.001,0.1,0,0.001,sigmoid
16,0.0652177557349205,0.07349437475204468,30,[64, 64],0.001,0.3,0.01,0.0001,sigmoid
27,0.06527046859264374,0.07334604114294052,100,[64, 64],1e-05,0.3,0.0001,0.0001,sigmoid
24,0.06524699926376343,0.07336429506540298,100,[64, 64],0.0001,0.3,0.001,0.01,relu
20,0.06521230936050415,0.07336559146642685,30,[64, 64],0.0005,0.1,0.0001,0,tanh
22,0.06520241498947144,0.07337857037782669,30,[64, 64],0.0005,0.1,0.0001,0.01,tanh
19,0.06522174924612045,0.07344925403594971,30,[64, 64],0.0001,0.3,0.01,0,sigmoid
38,0.06518947333097458,0.07338544726371765,30,[64, 64],0.0005,0.2,0,0.01,tanh
18,0.06523263454437256,0.07361539453268051,30,[64, 64],0.0001,0.3,0.0001,0.001,tanh
27,0.06524393707513809,0.07346933335065842,30,[64, 64],0.0001,0.1,0,0,tanh
18,0.0652090460062027,0.07337170094251633,20,[64, 64],0.001,0.3,0,0.0001,tanh
27,0.0652068704366684,0.07343079894781113,100,[64, 64],1e-05,0.2,0.001,0.001,relu
33,0.0652046650648117,0.073396235704422,100,[64, 64],0.001,0.2,0.0001,0,sigmoid
