round_epochs,loss,val_loss,k,dnn_dim,lr,dropout,l1,l2,activation_function
27,0.2428315132856369,0.25629922747612,20,[64, 64],0.0001,0.3,0.001,0.01,tanh
16,0.2416810244321823,0.25879520177841187,100,[64, 64],1e-05,0.2,0.001,0,tanh
16,0.24143478274345398,0.2595749795436859,30,[64, 64],0.0001,0.2,0,0.001,sigmoid
17,0.24130932986736298,0.25968050956726074,100,[64, 64],1e-05,0.3,0.01,0.0001,relu
24,0.24134290218353271,0.25969934463500977,20,[64, 64],0.0005,0.3,0.01,0,relu
16,0.24131464958190918,0.2598378658294678,100,[64, 64],0.0001,0.2,0.001,0,relu
53,0.2413126826286316,0.2596364915370941,30,[64, 64],0.0005,0.1,0,0,relu
39,0.2412002980709076,0.2598433792591095,50,[64, 64],0.001,0.2,0.01,0.001,sigmoid
31,0.24122969806194305,0.25983911752700806,30,[64, 64],0.0001,0.2,0.01,0,tanh
36,0.24120528995990753,0.25970256328582764,30,[64, 64],1e-05,0.3,0.001,0,relu
27,0.24126441776752472,0.25984159111976624,50,[64, 64],0.0001,0.2,0,0,relu
36,0.24134808778762817,0.259650856256485,30,[64, 64],0.001,0.3,0,0,sigmoid
16,0.24117422103881836,0.25986969470977783,100,[64, 64],0.0005,0.2,0.001,0.001,sigmoid
17,0.24120454490184784,0.25993216037750244,50,[64, 64],0.0001,0.1,0.001,0.0001,tanh
17,0.24113422632217407,0.2599104642868042,50,[64, 64],0.0005,0.3,0.001,0.01,relu
30,0.24118421971797943,0.2597601115703583,100,[64, 64],0.0001,0.2,0.0001,0,relu
17,0.24116173386573792,0.26010414958000183,50,[64, 64],0.0005,0.3,0.0001,0.0001,relu
24,0.2411596179008484,0.25982746481895447,20,[64, 64],0.001,0.2,0.001,0,relu
34,0.24114207923412323,0.25985753536224365,30,[64, 64],0.001,0.2,0.001,0,sigmoid
16,0.24116477370262146,0.25975021719932556,50,[64, 64],0.001,0.1,0.0001,0.01,relu
17,0.24119685590267181,0.2597932517528534,30,[64, 64],0.0005,0.3,0.001,0.0001,relu
44,0.2411748170852661,0.2599112093448639,20,[64, 64],0.0001,0.3,0.0001,0.001,relu
17,0.2411445528268814,0.25985613465309143,100,[64, 64],0.001,0.1,0.01,0.01,tanh
