k,hit,std,model
1,0.19806314889901241,0.11005412013898799,deepfm
2,0.31264057937462125,0.14920474554550497,deepfm
3,0.41029268619167497,0.09643040473416624,deepfm
5,0.5598732828740548,0.05177698236857412,deepfm
10,0.6552506408778134,0.051854178536457796,deepfm
15,0.7027168323872025,0.03244819628192825,deepfm
20,0.7462702742131678,0.019213933306939424,deepfm
30,0.799093855189713,0.01859770498879492,deepfm
