k,hit,std,model
1,0.0588187588258845,0.013224785021730159,deepfm
2,0.08123241645798873,0.02573243656793077,deepfm
3,0.08458258480815707,0.02733294483848064,deepfm
5,0.08939642643993762,0.025929097716813822,deepfm
10,0.09418271758545206,0.028337393914180362,deepfm
15,0.09580084056279835,0.028179422237667714,deepfm
20,0.09580084056279835,0.028179422237667714,deepfm
30,0.09580084056279835,0.028179422237667714,deepfm
